date,dlog_GoldPrice,dlog_VNIndex_pos,dlog_VNIndex_neg,dlog_OilPrice_pos,dlog_OilPrice_neg,dlog_ExchangeRate_pos,dlog_ExchangeRate_neg,d_CPI_pos,d_CPI_neg,d_IR_pos,d_IR_neg,dlog_GoldReserve_pos,dlog_GoldReserve_neg,dlog_M2_pos,dlog_M2_neg,dlog_GoldDemand_pos,dlog_GoldDemand_neg,dlog_VNIndex,dlog_OilPrice,dlog_ExchangeRate,d_CPI,d_IR,dlog_M2,dlog_GoldReserve,dlog_GoldDemand
2010-11-11,-0.685967843,0.778733494,0.0,0.0,0.0,0.0,-0.025650892,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,0.778733494,0.0,-0.025650892,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-12,-1.190984857,0.0,-1.428595725,0.0,-3.336345585,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,-1.428595725,-3.336345585,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-15,-2.345690035,0.0,-0.948730857,0.0,-0.011780644,0.0,-0.051321531,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,-0.948730857,-0.011780644,-0.051321531,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-16,-0.171477607,0.0,-2.179735262,0.0,-3.0502933,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,-2.179735262,-3.0502933,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-17,-1.440531969,0.0,-0.979028799,0.0,-2.334832039,0.076972422,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,-0.979028799,-2.334832039,0.076972422,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-18,2.573241397,0.187222147,0.0,1.786751988,0.0,0.0,-0.025650892,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,0.187222147,1.786751988,-0.025650892,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-19,0.280741341,1.554375339,0.0,0.0,-0.281294138,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,1.554375339,-0.281294138,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-22,0.168067266,0.0,-2.730306105,0.0,-0.50340827,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,-2.730306105,-0.50340827,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-23,-0.027991603,0.824601209,0.0,0.0,-0.555454122,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,0.824601209,-0.555454122,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-24,0.69745017,1.00386042,0.0,2.951433742,0.0,0.025650892,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,1.00386042,2.951433742,0.025650892,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-25,-0.417886107,0.970881413,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,0.970881413,0.0,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-26,-0.083787185,1.642747414,0.0,0.790044808,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,1.642747414,0.790044808,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-29,0.027936863,0.0,-0.909303833,2.193484169,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.057021412,0.0,0.012787677,0.0,-0.0869325343988212,-0.0869325343988212,-0.909303833,2.193484169,0.0,0.0144,0.0,0.012787677,0.057021412,-0.0869325343988212
2010-11-30,0.47373643,2.770135467,0.0,0.0,-1.895847186,0.015387377,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,2.770135467,-1.895847186,0.015387377,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-01,1.050894627,0.177541103,0.0,3.078606799,0.0,0.0,-0.015387377,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,0.177541103,3.078606799,-0.015387377,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-02,-0.165198275,0.0,-0.19975592,1.407909709,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-0.19975592,1.407909709,0.0,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-03,-0.303574126,2.67442507,0.0,1.354728328,0.0,0.015387377,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,2.67442507,1.354728328,0.015387377,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-06,1.154176044,1.075741871,0.0,0.168057851,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,1.075741871,0.168057851,0.0,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-07,-0.027326138,0.0,-1.205612019,0.0,-0.719023433,0.0,-0.041038269,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-1.205612019,-0.719023433,-0.041038269,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-08,-1.84807356,0.0,-0.499403926,0.0,-0.440703578,0.041038269,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-0.499403926,-0.440703578,0.041038269,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-09,-0.334635003,0.0,-1.934126226,0.056609116,0.0,0.0,-0.015387377,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-1.934126226,0.056609116,-0.015387377,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-10,0.0,3.102717754,0.0,0.0,-0.613080939,0.0,-0.025650892,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,3.102717754,-0.613080939,-0.025650892,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-13,0.0,3.540507138,0.0,0.91821764,0.0,0.041038269,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,3.540507138,0.91821764,0.041038269,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-14,0.0,1.61310287,0.0,0.0,-0.327776501,0.0,-0.041038269,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,1.61310287,-0.327776501,-0.041038269,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-15,0.0,0.0,-0.182463305,0.372902856,0.0,0.041038269,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-0.182463305,0.372902856,0.041038269,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-16,0.0,0.0,-1.657326937,0.0,-1.077291135,0.0,-0.015387377,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-1.657326937,-1.077291135,-0.015387377,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-17,0.0,0.0,-0.35134892,0.352814342,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-0.35134892,0.352814342,0.0,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-20,0.0,0.947874395,0.0,0.747032337,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,0.947874395,0.747032337,0.0,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-21,0.0,0.0,-3.421276527,0.696710313,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-3.421276527,0.696710313,0.0,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-22,0.0,3.540507138,0.0,0.591750736,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,3.540507138,0.591750736,0.0,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-23,0.0,0.0,-1.360845743,1.1180722,0.0,0.0,-0.025650892,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-1.360845743,1.1180722,-0.025650892,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-24,0.0,0.0,-1.569234,0.0,0.0,0.041038269,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-1.569234,0.0,0.041038269,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-27,0.0,0.315822981,0.0,0.164989313,0.0,0.0,-0.041038269,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,0.315822981,0.164989313,-0.041038269,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-28,0.0,0.0,-0.844421315,0.537075879,0.0,0.0,-0.051321531,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-0.844421315,0.537075879,-0.051321531,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-29,0.0,1.848403812,0.0,0.0,-0.383331065,0.051321531,0.0,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,1.848403812,-0.383331065,0.051321531,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-30,0.0,0.0,-0.689153819,0.0,-1.414544528,0.0,-0.205444346,0.0116,0.0,0.0,0.0,0.014517264,0.0,0.0,-0.024921843,-0.0869325343988212,-0.0869325343988212,-0.689153819,-1.414544528,-0.205444346,0.0116,0.0,-0.024921843,0.014517264,-0.0869325343988212
2010-12-31,0.0,0.772365806,0.0,1.688502291,0.0,0.231095237,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,-0.0869325343988212,-0.0869325343988212,0.772365806,1.688502291,0.231095237,0.0209,0.01,0.005150021,0.025987235,-0.0869325343988212
2011-01-03,0.0,0.0,0.0,0.229545928,0.0,0.0,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.0,0.229545928,0.0,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-04,0.0,0.993180107,0.0,0.0,-2.431327632,0.015387377,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.993180107,-2.431327632,0.015387377,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-05,0.0,0.451931747,0.0,1.012864132,0.0,0.0,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.451931747,1.012864132,0.0,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-06,0.0,0.0,-1.445111854,0.0,-2.160491489,0.0,-0.015387377,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,-1.445111854,-2.160491489,-0.015387377,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-07,0.0,0.394314094,0.0,0.0,-0.340059271,0.015387377,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.394314094,-0.340059271,0.015387377,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-10,0.0,0.186239061,0.0,1.319741675,0.0,0.0,-0.015387377,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.186239061,1.319741675,-0.015387377,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-11,0.0,0.0,-1.185414734,2.073819816,0.0,0.0,-0.231095237,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,-1.185414734,2.073819816,-0.231095237,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-12,0.0,0.584065073,0.0,0.808924394,0.0,0.231095237,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.584065073,0.808924394,0.231095237,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-13,0.0,0.0,-0.166527932,0.0,-0.502074838,0.0,-0.076972422,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,-0.166527932,-0.502074838,-0.076972422,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-14,0.0,1.468333691,0.0,0.153072411,0.0,0.076972422,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,1.468333691,0.153072411,0.076972422,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-17,0.0,1.18368729,0.0,0.0,0.0,0.0,-0.025650892,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,1.18368729,0.0,-0.025650892,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-18,0.0,0.848489939,0.0,0.0,-0.164015126,0.041038269,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.848489939,-0.164015126,0.041038269,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-19,0.0,1.556917676,0.0,0.0,-0.581684129,0.0,-0.015387377,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,1.556917676,-0.581684129,-0.015387377,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-20,0.0,1.044241584,0.0,0.0,-2.552950644,0.0,-0.025650892,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,1.044241584,-2.552950644,-0.025650892,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-21,0.0,1.575141949,0.0,0.0,-0.384659372,0.025650892,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,1.575141949,-0.384659372,0.025650892,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-24,-1.123607327,1.417648263,0.0,0.0,-1.691855627,0.015387377,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,1.417648263,-1.691855627,0.015387377,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-25,-0.651837365,0.0,-4.195604674,0.0,-1.932314808,0.0,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,-4.195604674,-1.932314808,0.0,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-26,0.085263612,0.0,-1.177305826,1.249797264,0.0,0.0,-0.015387377,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,-1.177305826,1.249797264,-0.015387377,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-27,0.566573754,0.620312144,0.0,0.0,-1.993031972,0.0,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.620312144,-1.993031972,0.0,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-28,-0.908065264,0.298775245,0.0,4.288026559,0.0,0.0,0.0,0.0209,0.0,0.01,0.0,0.025987235,0.0,0.005150021,0.0,0.3453528116689526,0.3453528116689526,0.298775245,4.288026559,0.0,0.0209,0.01,0.005150021,0.025987235,0.3453528116689526
2011-01-31,0.0,0.0,0.0,3.170970152,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.035582194,0.0,0.039680291,0.0,0.3453528116689526,0.3453528116689526,0.0,3.170970152,0.0,0.0226,0.0,0.039680291,0.035582194,0.3453528116689526
2011-02-01,0.0,0.0,0.0,0.0,-1.606415756,0.0,-0.025650892,0.0226,0.0,0.0,0.0,0.035582194,0.0,0.039680291,0.0,0.3453528116689526,0.3453528116689526,0.0,-1.606415756,-0.025650892,0.0226,0.0,0.039680291,0.035582194,0.3453528116689526
2011-02-02,0.0,0.0,0.0,0.267678054,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.035582194,0.0,0.039680291,0.0,0.3453528116689526,0.3453528116689526,0.0,0.267678054,0.0,0.0226,0.0,0.039680291,0.035582194,0.3453528116689526
2011-02-03,0.0,0.0,0.0,0.0,-0.401786255,0.0,0.0,0.0226,0.0,0.0,0.0,0.035582194,0.0,0.039680291,0.0,0.3453528116689526,0.3453528116689526,0.0,-0.401786255,0.0,0.0226,0.0,0.039680291,0.035582194,0.3453528116689526
